name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal,New_name
Todd Pearson,22.0,Australia,2000,2000-10-01,Swimming,2,0,0,2,Todd Pearson
Adam Pine,24.0,Australia,2000,2000-10-01,Swimming,1,1,0,2,Adam Pine
Claudia Poll,27.0,Costa Rica,2000,2000-10-01,Swimming,0,0,2,2,Claudia Poll
Megan Quann-Jendrick,16.0,United States,2000,2000-10-01,Swimming,2,0,0,2,Megan Quann Jendrick
Giaan Rooney,17.0,Australia,2000,2000-10-01,Swimming,0,2,0,2,Giaan Rooney
Courtney Shealy,22.0,United States,2000,2000-10-01,Swimming,2,0,0,2,Courtney Shealy
Ashley Tappin,25.0,United States,2000,2000-10-01,Swimming,2,0,0,2,Ashley Tappin
Stev Theloke,22.0,Germany,2000,2000-10-01,Swimming,0,0,2,2,Stev Theloke
Amy Van Dyken,27.0,United States,2000,2000-10-01,Swimming,2,0,0,2,Amy Van Dyken
Neil Walker,24.0,United States,2000,2000-10-01,Swimming,1,1,0,2,Neil Walker
J. R. Celski,19.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,0,2,2,J  R  Celski
Charles Hamelin,25.0,Canada,2010,2010-02-28,Short-Track Speed Skating,2,0,0,2,Charles Hamelin
Lee Ho-Seok,23.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,2,0,2,Lee Ho Seok
Park Seung-Hui,17.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,0,2,2,Park Seung Hui
Katherine Reutter,21.0,United States,2010,2010-02-28,Short-Track Speed Skating,0,1,1,2,Katherine Reutter
Seong Si-Baek,22.0,South Korea,2010,2010-02-28,Short-Track Speed Skating,0,2,0,2,Seong Si Baek
Marianne St-Gelais,19.0,Canada,2010,2010-02-28,Short-Track Speed Skating,0,2,0,2,Marianne St Gelais
François-Louis Tremblay,29.0,Canada,2010,2010-02-28,Short-Track Speed Skating,1,0,1,2,Francois Louis Tremblay
Zhou Yang,18.0,China,2010,2010-02-28,Short-Track Speed Skating,2,0,0,2,Zhou Yang
Choi Eun-Gyeong,21.0,South Korea,2006,2006-02-26,Short-Track Speed Skating,1,1,0,2,Choi Eun Gyeong
Anouk Leblanc-Boucher,21.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,1,1,2,Anouk Leblanc Boucher
François-Louis Tremblay,25.0,Canada,2006,2006-02-26,Short-Track Speed Skating,0,2,0,2,Francois Louis Tremblay
Choi Eun-Gyeong,17.0,South Korea,2002,2002-02-24,Short-Track Speed Skating,1,1,0,2,Choi Eun Gyeong
Go Gi-Hyeon,15.0,South Korea,2002,2002-02-24,Short-Track Speed Skating,1,1,0,2,Go Gi Hyeon
Jonathan Guilmette,23.0,Canada,2002,2002-02-24,Short-Track Speed Skating,1,1,0,2,Jonathan Guilmette
Li Jiajun,26.0,China,2002,2002-02-24,Short-Track Speed Skating,0,1,1,2,Li Jiajun
Apolo Anton Ohno,19.0,United States,2002,2002-02-24,Short-Track Speed Skating,1,1,0,2,Apolo Anton Ohno
Evgeniya Radanova,24.0,Bulgaria,2002,2002-02-24,Short-Track Speed Skating,0,1,1,2,Evgeniya Radanova
Mathieu Turcotte,25.0,Canada,2002,2002-02-24,Short-Track Speed Skating,1,0,1,2,Mathieu Turcotte
Wang Chunlu,23.0,China,2002,2002-02-24,Short-Track Speed Skating,0,1,1,2,Wang Chunlu
Yang Yang (S),24.0,China,2002,2002-02-24,Short-Track Speed Skating,0,1,1,2,Yang Yang  S 
Shani Davis,27.0,United States,2010,2010-02-28,Speed Skating,1,1,0,2,Shani Davis
Kristina Groves,33.0,Canada,2010,2010-02-28,Speed Skating,0,1,1,2,Kristina Groves
Chad Hedrick,32.0,United States,2010,2010-02-28,Speed Skating,0,1,1,2,Chad Hedrick
Sven Kramer,23.0,Netherlands,2010,2010-02-28,Speed Skating,1,0,1,2,Sven Kramer
Lee Seung-Hun,21.0,South Korea,2010,2010-02-28,Speed Skating,1,1,0,2,Lee Seung Hun
Mo Tae-Beom,21.0,South Korea,2010,2010-02-28,Speed Skating,1,1,0,2,Mo Tae Beom
Ivan Skobrev,27.0,Russia,2010,2010-02-28,Speed Skating,0,1,1,2,Ivan Skobrev
Mark Tuitert,29.0,Netherlands,2010,2010-02-28,Speed Skating,1,0,1,2,Mark Tuitert
Joey Cheek,26.0,United States,2006,2006-02-26,Speed Skating,1,1,0,2,Joey Cheek
Shani Davis,23.0,United States,2006,2006-02-26,Speed Skating,1,1,0,2,Shani Davis
Anni Friesinger-Postma,29.0,Germany,2006,2006-02-26,Speed Skating,1,0,1,2,Anni Friesinger Postma
Kristina Groves,29.0,Canada,2006,2006-02-26,Speed Skating,0,2,0,2,Kristina Groves
Clara Hughes,33.0,Canada,2006,2006-02-26,Speed Skating,1,1,0,2,Clara Hughes
Sven Kramer,19.0,Netherlands,2006,2006-02-26,Speed Skating,0,1,1,2,Sven Kramer
Claudia Pechstein,33.0,Germany,2006,2006-02-26,Speed Skating,1,1,0,2,Claudia Pechstein
Carl Verheijen,30.0,Netherlands,2006,2006-02-26,Speed Skating,0,0,2,2,Carl Verheijen
Erben Wennemars,30.0,Netherlands,2006,2006-02-26,Speed Skating,0,0,2,2,Erben Wennemars
Ireen Wüst,19.0,Netherlands,2006,2006-02-26,Speed Skating,1,0,1,2,Ireen Wust
Derek Parra,31.0,United States,2002,2002-02-24,Speed Skating,1,1,0,2,Derek Parra
Claudia Pechstein,29.0,Germany,2002,2002-02-24,Speed Skating,2,0,0,2,Claudia Pechstein
Jennifer Rodriguez,25.0,United States,2002,2002-02-24,Speed Skating,0,0,2,2,Jennifer Rodriguez
Simon Ammann,28.0,Switzerland,2010,2010-02-28,Ski Jumping,2,0,0,2,Simon Ammann
Adam Malysz,32.0,Poland,2010,2010-02-28,Ski Jumping,0,2,0,2,Adam Malysz
Matti Hautamäki,24.0,Finland,2006,2006-02-26,Ski Jumping,0,2,0,2,Matti Hautamaki
Andreas Kofler,21.0,Austria,2006,2006-02-26,Ski Jumping,1,1,0,2,Andreas Kofler
Roar Ljøkelsøy,29.0,Norway,2006,2006-02-26,Ski Jumping,0,0,2,2,Roar Ljokelsoy
Thomas Morgenstern,19.0,Austria,2006,2006-02-26,Ski Jumping,2,0,0,2,Thomas Morgenstern
Simon Ammann,20.0,Switzerland,2002,2002-02-24,Ski Jumping,2,0,0,2,Simon Ammann
Sven Hannawald,27.0,Germany,2002,2002-02-24,Ski Jumping,1,1,0,2,Sven Hannawald
Matti Hautamäki,20.0,Finland,2002,2002-02-24,Ski Jumping,0,1,1,2,Matti Hautamaki
Adam Malysz,24.0,Poland,2002,2002-02-24,Ski Jumping,0,1,1,2,Adam Malysz
Niccolò Campriani,24.0,Italy,2012,2012-08-12,Shooting,1,1,0,2,Niccolo Campriani
Jin Jong-O,32.0,South Korea,2012,2012-08-12,Shooting,2,0,0,2,Jin Jong O
Olena Kostevych,27.0,Ukraine,2012,2012-08-12,Shooting,0,0,2,2,Olena Kostevych
Jin Jong-O,28.0,South Korea,2008,2008-08-24,Shooting,1,1,0,2,Jin Jong O
Katerina Kurková-Emmons,24.0,Czech Republic,2008,2008-08-24,Shooting,1,1,0,2,Katerina Kurkova Emmons
Lyubov Galkina,31.0,Russia,2004,2004-08-29,Shooting,1,1,0,2,Lyubov Galkina
Mariya Grozdeva,32.0,Bulgaria,2004,2004-08-29,Shooting,1,0,1,2,Mariya Grozdeva
Lee Bo-Na,23.0,South Korea,2004,2004-08-29,Shooting,0,1,1,2,Lee Bo Na
Mikhail Nestruyev,35.0,Russia,2004,2004-08-29,Shooting,1,1,0,2,Mikhail Nestruyev
Igor Basinsky,37.0,Belarus,2000,2000-10-01,Shooting,0,1,1,2,Igor Basinsky
Tao Luna,26.0,China,2000,2000-10-01,Shooting,1,1,0,2,Tao Luna
Kim Crow,26.0,Australia,2012,2012-08-12,Rowing,0,1,1,2,Kim Crow
Georgeta Damian-Andrunache,32.0,Romania,2008,2008-08-24,Rowing,1,0,1,2,Georgeta Damian Andrunache
Viorica Susanu,32.0,Romania,2008,2008-08-24,Rowing,1,0,1,2,Viorica Susanu
Georgeta Damian-Andrunache,28.0,Romania,2004,2004-08-29,Rowing,2,0,0,2,Georgeta Damian Andrunache
Viorica Susanu,28.0,Romania,2004,2004-08-29,Rowing,2,0,0,2,Viorica Susanu
Georgeta Damian-Andrunache,24.0,Romania,2000,2000-10-01,Rowing,2,0,0,2,Georgeta Damian Andrunache
Doina Ignat,31.0,Romania,2000,2000-10-01,Rowing,2,0,0,2,Doina Ignat
Pieta van Dishoeck,28.0,Netherlands,2000,2000-10-01,Rowing,0,2,0,2,Pieta van Dishoeck
Eeke van Nes,31.0,Netherlands,2000,2000-10-01,Rowing,0,2,0,2,Eeke van Nes
Bill Demong,29.0,United States,2010,2010-02-28,Nordic Combined,1,1,0,2,Bill Demong
Bernhard Gruber,27.0,Austria,2010,2010-02-28,Nordic Combined,1,0,1,2,Bernhard Gruber
Magnus Moan,22.0,Norway,2006,2006-02-26,Nordic Combined,0,1,1,2,Magnus Moan
Ronny Ackermann,24.0,Germany,2002,2002-02-24,Nordic Combined,0,2,0,2,Ronny Ackermann
Jaakko Tallus,20.0,Finland,2002,2002-02-24,Nordic Combined,1,1,0,2,Jaakko Tallus
Denis Ablyazin,19.0,Russia,2012,2012-08-12,Gymnastics,0,1,1,2,Denis Ablyazin
Chen Yibing,27.0,China,2012,2012-08-12,Gymnastics,1,1,0,2,Chen Yibing
Gabby Douglas,16.0,United States,2012,2012-08-12,Gymnastics,2,0,0,2,Gabby Douglas
Feng Zhe,24.0,China,2012,2012-08-12,Gymnastics,2,0,0,2,Feng Zhe
Sandra Izbasa,22.0,Romania,2012,2012-08-12,Gymnastics,1,0,1,2,Sandra Izbasa
Viktoriya Komova,17.0,Russia,2012,2012-08-12,Gymnastics,0,2,0,2,Viktoriya Komova
McKayla Maroney,16.0,United States,2012,2012-08-12,Gymnastics,1,1,0,2,McKayla Maroney
Marcel Nguyen,24.0,Germany,2012,2012-08-12,Gymnastics,0,2,0,2,Marcel Nguyen
Mariya Paseka,17.0,Russia,2012,2012-08-12,Gymnastics,0,1,1,2,Mariya Paseka
Catalina Ponor,24.0,Romania,2012,2012-08-12,Gymnastics,0,1,1,2,Catalina Ponor
Louis Smith,23.0,Great Britain,2012,2012-08-12,Gymnastics,0,1,1,2,Louis Smith
Max Whitlock,19.0,Great Britain,2012,2012-08-12,Gymnastics,0,0,2,2,Max Whitlock
Chen Yibing,23.0,China,2008,2008-08-24,Gymnastics,2,0,0,2,Chen Yibing
Anton Golotsutskov,23.0,Russia,2008,2008-08-24,Gymnastics,0,0,2,2,Anton Golotsutskov
He Kexin,16.0,China,2008,2008-08-24,Gymnastics,2,0,0,2,He Kexin
Jonathan Horton,22.0,United States,2008,2008-08-24,Gymnastics,0,1,1,2,Jonathan Horton
Sandra Izbasa,18.0,Romania,2008,2008-08-24,Gymnastics,1,0,1,2,Sandra Izbasa
Li Xiaopeng,27.0,China,2008,2008-08-24,Gymnastics,2,0,0,2,Li Xiaopeng
Kohei Uchimura,19.0,Japan,2008,2008-08-24,Gymnastics,0,2,0,2,Kohei Uchimura
Xiao Qin,23.0,China,2008,2008-08-24,Gymnastics,2,0,0,2,Xiao Qin
Alexandra Eremia,17.0,Romania,2004,2004-08-29,Gymnastics,1,0,1,2,Alexandra Eremia
Annia Hatch,26.0,United States,2004,2004-08-29,Gymnastics,0,2,0,2,Annia Hatch
Terin Humphrey,18.0,United States,2004,2004-08-29,Gymnastics,0,2,0,2,Terin Humphrey
Takehiro Kashima,24.0,Japan,2004,2004-08-29,Gymnastics,1,0,1,2,Takehiro Kashima
Svetlana Khorkina,25.0,Russia,2004,2004-08-29,Gymnastics,0,1,1,2,Svetlana Khorkina
Courtney Kupets,18.0,United States,2004,2004-08-29,Gymnastics,0,1,1,2,Courtney Kupets
Anna Pavlova,16.0,Russia,2004,2004-08-29,Gymnastics,0,0,2,2,Anna Pavlova
Monica Rosu,17.0,Romania,2004,2004-08-29,Gymnastics,2,0,0,2,Monica Rosu
Dana Sofronie,16.0,Romania,2004,2004-08-29,Gymnastics,1,1,0,2,Dana Sofronie
Hiroyuki Tomita,23.0,Japan,2004,2004-08-29,Gymnastics,1,1,0,2,Hiroyuki Tomita
Marius Urzica,28.0,Romania,2004,2004-08-29,Gymnastics,0,1,1,2,Marius Urzica
Isao Yoneda,26.0,Japan,2004,2004-08-29,Gymnastics,1,0,1,2,Isao Yoneda
Yordan Yovchev,31.0,Bulgaria,2004,2004-08-29,Gymnastics,0,1,1,2,Yordan Yovchev
Oleksandr Beresh,22.0,Ukraine,2000,2000-10-01,Gymnastics,0,1,1,2,Oleksandr Beresh
Aleksey Bondarenko,22.0,Russia,2000,2000-10-01,Gymnastics,0,1,1,2,Aleksey Bondarenko
Lee Ju-Hyeong,27.0,South Korea,2000,2000-10-01,Gymnastics,0,1,1,2,Lee Ju Hyeong
Li Xiaopeng,19.0,China,2000,2000-10-01,Gymnastics,2,0,0,2,Li Xiaopeng
Liu Xuan,21.0,China,2000,2000-10-01,Gymnastics,1,0,1,2,Liu Xuan
Maria Olaru,18.0,Romania,2000,2000-10-01,Gymnastics,1,1,0,2,Maria Olaru
Yelena Produnova,20.0,Russia,2000,2000-10-01,Gymnastics,0,1,1,2,Yelena Produnova
Andreea Raducan,16.0,Romania,2000,2000-10-01,Gymnastics,1,1,0,2,Andreea Raducan
Yang Wei,20.0,China,2000,2000-10-01,Gymnastics,1,1,0,2,Yang Wei
Yordan Yovchev,27.0,Bulgaria,2000,2000-10-01,Gymnastics,0,0,2,2,Yordan Yovchev
Elisa Di Francisca,29.0,Italy,2012,2012-08-12,Fencing,2,0,0,2,Elisa Di Francisca
Arianna Errigo,24.0,Italy,2012,2012-08-12,Fencing,1,1,0,2,Arianna Errigo
Diego Occhiuzzi,31.0,Italy,2012,2012-08-12,Fencing,0,1,1,2,Diego Occhiuzzi
Sun Yujie,19.0,China,2012,2012-08-12,Fencing,1,0,1,2,Sun Yujie
Valentina Vezzali,38.0,Italy,2012,2012-08-12,Fencing,1,0,1,2,Valentina Vezzali
Stefano Carozzo,29.0,Italy,2008,2008-08-24,Fencing,0,0,2,2,Stefano Carozzo
Margherita Granbassi,28.0,Italy,2008,2008-08-24,Fencing,0,0,2,2,Margherita Granbassi
Sada Jacobson,25.0,United States,2008,2008-08-24,Fencing,0,1,1,2,Sada Jacobson
Fabrice Jeannet,27.0,France,2008,2008-08-24,Fencing,1,1,0,2,Fabrice Jeannet
Nicolas Lopez,27.0,France,2008,2008-08-24,Fencing,1,1,0,2,Nicolas Lopez
Matteo Tagliariol,25.0,Italy,2008,2008-08-24,Fencing,1,0,1,2,Matteo Tagliariol
Valentina Vezzali,34.0,Italy,2008,2008-08-24,Fencing,1,0,1,2,Valentina Vezzali
Becca Ward,18.0,United States,2008,2008-08-24,Fencing,0,0,2,2,Becca Ward
Mariel Zagunis,23.0,United States,2008,2008-08-24,Fencing,1,0,1,2,Mariel Zagunis
Andrea Cassarà,20.0,Italy,2004,2004-08-29,Fencing,1,0,1,2,Andrea Cassara
Laura Flessel-Colovic,32.0,France,2004,2004-08-29,Fencing,0,1,1,2,Laura Flessel Colovic
Aldo Montano,25.0,Italy,2004,2004-08-29,Fencing,1,1,0,2,Aldo Montano
Maureen Nisima,23.0,France,2004,2004-08-29,Fencing,0,0,2,2,Maureen Nisima
Salvatore Sanzo,28.0,Italy,2004,2004-08-29,Fencing,1,1,0,2,Salvatore Sanzo
Mathieu Gourdain,26.0,France,2000,2000-10-01,Fencing,0,2,0,2,Mathieu Gourdain
Gianna Hablützel-Bürki,30.0,Switzerland,2000,2000-10-01,Fencing,0,2,0,2,Gianna Hablutzel Burki
Rita König,23.0,Germany,2000,2000-10-01,Fencing,0,1,1,2,Rita Konig
Wiradech Kothny,21.0,Germany,2000,2000-10-01,Fencing,0,0,2,2,Wiradech Kothny
Hugues Obry,27.0,France,2000,2000-10-01,Fencing,0,2,0,2,Hugues Obry
Giovanna Trillini,30.0,Italy,2000,2000-10-01,Fencing,1,0,1,2,Giovanna Trillini
Valentina Vezzali,26.0,Italy,2000,2000-10-01,Fencing,2,0,0,2,Valentina Vezzali
Sandra Auffarth,25.0,Germany,2012,2012-08-12,Equestrian,1,0,1,2,Sandra Auffarth
Laura Bechtolsheimer,27.0,Great Britain,2012,2012-08-12,Equestrian,1,0,1,2,Laura Bechtolsheimer
Adelinde Cornelissen,33.0,Netherlands,2012,2012-08-12,Equestrian,0,1,1,2,Adelinde Cornelissen
Charlotte Dujardin,27.0,Great Britain,2012,2012-08-12,Equestrian,2,0,0,2,Charlotte Dujardin
Michael Jung,29.0,Germany,2012,2012-08-12,Equestrian,2,0,0,2,Michael Jung
Gerco Schröder,34.0,Netherlands,2012,2012-08-12,Equestrian,0,2,0,2,Gerco Schroder
Tina Cook,37.0,Great Britain,2008,2008-08-24,Equestrian,0,0,2,2,Tina Cook
Heike Kemmer,46.0,Germany,2008,2008-08-24,Equestrian,1,0,1,2,Heike Kemmer
Eric Lamaze,40.0,Canada,2008,2008-08-24,Equestrian,1,1,0,2,Eric Lamaze
Beezie Madden,44.0,United States,2008,2008-08-24,Equestrian,1,0,1,2,Beezie Madden
Hinrich Romeike,45.0,Germany,2008,2008-08-24,Equestrian,2,0,0,2,Hinrich Romeike
Anky van Grunsven,40.0,Netherlands,2008,2008-08-24,Equestrian,1,1,0,2,Anky van Grunsven
Isabell Werth,39.0,Germany,2008,2008-08-24,Equestrian,1,1,0,2,Isabell Werth
Beatriz Ferrer-Salat,38.0,Spain,2004,2004-08-29,Equestrian,0,1,1,2,Beatriz Ferrer Salat
Pippa Funnell,35.0,Great Britain,2004,2004-08-29,Equestrian,0,1,1,2,Pippa Funnell
Chris Kappler,37.0,United States,2004,2004-08-29,Equestrian,1,1,0,2,Chris Kappler
Marco Kutscher,29.0,Germany,2004,2004-08-29,Equestrian,0,0,2,2,Marco Kutscher
Leslie Law,39.0,Great Britain,2004,2004-08-29,Equestrian,1,1,0,2,Leslie Law
Ulla Salzgeber,46.0,Germany,2004,2004-08-29,Equestrian,1,1,0,2,Ulla Salzgeber
Kim Severson,30.0,United States,2004,2004-08-29,Equestrian,0,1,1,2,Kim Severson
Andrew Hoy,41.0,Australia,2000,2000-10-01,Equestrian,1,1,0,2,Andrew Hoy
David O'Connor,38.0,United States,2000,2000-10-01,Equestrian,1,0,1,2,David O Connor
Ulla Salzgeber,42.0,Germany,2000,2000-10-01,Equestrian,1,0,1,2,Ulla Salzgeber
Anky van Grunsven,32.0,Netherlands,2000,2000-10-01,Equestrian,1,1,0,2,Anky van Grunsven
Isabell Werth,31.0,Germany,2000,2000-10-01,Equestrian,1,1,0,2,Isabell Werth
David Boudia,23.0,United States,2012,2012-08-12,Diving,1,0,1,2,David Boudia
Chen Ruolin,19.0,China,2012,2012-08-12,Diving,2,0,0,2,Chen Ruolin
He Zi,21.0,China,2012,2012-08-12,Diving,1,1,0,2,He Zi
Qin Kai,26.0,China,2012,2012-08-12,Diving,1,1,0,2,Qin Kai
Wu Minxia,26.0,China,2012,2012-08-12,Diving,2,0,0,2,Wu Minxia
Ilya Zakharov,21.0,Russia,2012,2012-08-12,Diving,1,1,0,2,Ilya Zakharov
Chen Ruolin,15.0,China,2008,2008-08-24,Diving,2,0,0,2,Chen Ruolin
Gleb Galperin,25.0,Russia,2008,2008-08-24,Diving,0,0,2,2,Gleb Galperin
Guo Jingjing,26.0,China,2008,2008-08-24,Diving,2,0,0,2,Guo Jingjing
Yuliya Pakhalina,30.0,Russia,2008,2008-08-24,Diving,0,2,0,2,Yuliya Pakhalina
Qin Kai,22.0,China,2008,2008-08-24,Diving,1,0,1,2,Qin Kai
Wang Xin,16.0,China,2008,2008-08-24,Diving,1,0,1,2,Wang Xin
Wu Minxia,22.0,China,2008,2008-08-24,Diving,1,0,1,2,Wu Minxia
Guo Jingjing,22.0,China,2004,2004-08-29,Diving,2,0,0,2,Guo Jingjing
Mathew Helm,23.0,Australia,2004,2004-08-29,Diving,0,1,1,2,Mathew Helm
Lao Lishi,16.0,China,2004,2004-08-29,Diving,1,1,0,2,Lao Lishi
Chantelle Michell-Newbery,27.0,Australia,2004,2004-08-29,Diving,1,0,1,2,Chantelle Michell Newbery
Robert Newbery,25.0,Australia,2004,2004-08-29,Diving,0,0,2,2,Robert Newbery
Yuliya Pakhalina,26.0,Russia,2004,2004-08-29,Diving,0,1,1,2,Yuliya Pakhalina
Tian Liang,24.0,China,2004,2004-08-29,Diving,1,0,1,2,Tian Liang
Wu Minxia,18.0,China,2004,2004-08-29,Diving,1,1,0,2,Wu Minxia
Fu Mingxia,22.0,China,2000,2000-10-01,Diving,1,1,0,2,Fu Mingxia
Guo Jingjing,18.0,China,2000,2000-10-01,Diving,0,2,0,2,Guo Jingjing
Hu Jia,17.0,China,2000,2000-10-01,Diving,0,2,0,2,Hu Jia
Li Na,16.0,China,2000,2000-10-01,Diving,1,1,0,2,Li Na
Anne Montminy,25.0,Canada,2000,2000-10-01,Diving,0,1,1,2,Anne Montminy
Tian Liang,21.0,China,2000,2000-10-01,Diving,1,1,0,2,Tian Liang
Xiong Ni,26.0,China,2000,2000-10-01,Diving,2,0,0,2,Xiong Ni
Grégory Baugé,27.0,France,2012,2012-08-12,Cycling,0,2,0,2,Gregory Bauge
Ed Clancy,27.0,Great Britain,2012,2012-08-12,Cycling,1,0,1,2,Ed Clancy
Sarah Hammer,28.0,United States,2012,2012-08-12,Cycling,0,2,0,2,Sarah Hammer
Chris Hoy,36.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2,Chris Hoy
Jason Kenny,24.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2,Jason Kenny
Maximilian Levy,25.0,Germany,2012,2012-08-12,Cycling,0,1,1,2,Maximilian Levy
Anna Meares,28.0,Australia,2012,2012-08-12,Cycling,1,0,1,2,Anna Meares
Vicki Pendleton,31.0,Great Britain,2012,2012-08-12,Cycling,1,1,0,2,Vicki Pendleton
Laura Trott,20.0,Great Britain,2012,2012-08-12,Cycling,2,0,0,2,Laura Trott
Olga Zabelinskaya,32.0,Russia,2012,2012-08-12,Cycling,0,0,2,2,Olga Zabelinskaya
Mickaël Bourgain,28.0,France,2008,2008-08-24,Cycling,0,1,1,2,Mickael Bourgain
Fabian Cancellara,27.0,Switzerland,2008,2008-08-24,Cycling,1,1,0,2,Fabian Cancellara
Jason Kenny,20.0,Great Britain,2008,2008-08-24,Cycling,1,1,0,2,Jason Kenny
Joan Llaneras,39.0,Spain,2008,2008-08-24,Cycling,1,1,0,2,Joan Llaneras
Hayden Roulston,27.0,New Zealand,2008,2008-08-24,Cycling,0,1,1,2,Hayden Roulston
Bradley Wiggins,28.0,Great Britain,2008,2008-08-24,Cycling,2,0,0,2,Bradley Wiggins
Ryan Bayley,22.0,Australia,2004,2004-08-29,Cycling,2,0,0,2,Ryan Bayley
Graeme Brown,25.0,Australia,2004,2004-08-29,Cycling,2,0,0,2,Graeme Brown
Sergi Escobar,29.0,Spain,2004,2004-08-29,Cycling,0,0,2,2,Sergi Escobar
Rob Hayles,31.0,Great Britain,2004,2004-08-29,Cycling,0,1,1,2,Rob Hayles
Brad McGee,28.0,Australia,2004,2004-08-29,Cycling,1,1,0,2,Brad McGee
Anna Meares,20.0,Australia,2004,2004-08-29,Cycling,1,0,1,2,Anna Meares
Stefan Nimke,26.0,Germany,2004,2004-08-29,Cycling,1,0,1,2,Stefan Nimke
Olga Slyusareva,35.0,Russia,2004,2004-08-29,Cycling,1,0,1,2,Olga Slyusareva
Arnaud Tournant,26.0,France,2004,2004-08-29,Cycling,0,1,1,2,Arnaud Tournant
René Wolff,26.0,Germany,2004,2004-08-29,Cycling,1,0,1,2,Rene Wolff
Leontien Zijlaard-van Moorsel,34.0,Netherlands,2004,2004-08-29,Cycling,1,0,1,2,Leontien Zijlaard van Moorsel
Félicia Ballanger,29.0,France,2000,2000-10-01,Cycling,2,0,0,2,Felicia Ballanger
Robert Bartko,24.0,Germany,2000,2000-10-01,Cycling,2,0,0,2,Robert Bartko
Jens Fiedler,30.0,Germany,2000,2000-10-01,Cycling,0,0,2,2,Jens Fiedler
Jens Lehmann,32.0,Germany,2000,2000-10-01,Cycling,1,1,0,2,Jens Lehmann
Gary Neiwand,34.0,Australia,2000,2000-10-01,Cycling,0,1,1,2,Gary Neiwand
Jason Queally,30.0,Great Britain,2000,2000-10-01,Cycling,1,1,0,2,Jason Queally
Jan Ullrich,26.0,Germany,2000,2000-10-01,Cycling,1,1,0,2,Jan Ullrich
Lukáš Bauer,32.0,Czech Republic,2010,2010-02-28,Cross Country Skiing,0,0,2,2,Lukas Bauer
Anna Haag,23.0,Sweden,2010,2010-02-28,Cross Country Skiing,0,2,0,2,Anna Haag
Marcus Hellner,24.0,Sweden,2010,2010-02-28,Cross Country Skiing,2,0,0,2,Marcus Hellner
Charlotte Kalla,22.0,Sweden,2010,2010-02-28,Cross Country Skiing,1,1,0,2,Charlotte Kalla
Claudia Künzel-Nystad,32.0,Germany,2010,2010-02-28,Cross Country Skiing,1,1,0,2,Claudia Kunzel Nystad
Aino-Kaisa Saarinen,31.0,Finland,2010,2010-02-28,Cross Country Skiing,0,0,2,2,Aino Kaisa Saarinen
Evi Sachenbacher-Stehle,29.0,Germany,2010,2010-02-28,Cross Country Skiing,1,1,0,2,Evi Sachenbacher Stehle
Axel Teichmann,30.0,Germany,2010,2010-02-28,Cross Country Skiing,0,2,0,2,Axel Teichmann
Tobias Angerer,28.0,Germany,2006,2006-02-26,Cross Country Skiing,0,1,1,2,Tobias Angerer
Yuliya Chepalova,29.0,Russia,2006,2006-02-26,Cross Country Skiing,1,1,0,2,Yuliya Chepalova
Yevgeny Dementyev,23.0,Russia,2006,2006-02-26,Cross Country Skiing,1,1,0,2,Yevgeny Dementyev
Giorgio Di Centa,33.0,Italy,2006,2006-02-26,Cross Country Skiing,2,0,0,2,Giorgio Di Centa
Thobias Fredriksson,30.0,Sweden,2006,2006-02-26,Cross Country Skiing,1,0,1,2,Thobias Fredriksson
Claudia Künzel-Nystad,28.0,Germany,2006,2006-02-26,Cross Country Skiing,0,2,0,2,Claudia Kunzel Nystad
Björn Lind,27.0,Sweden,2006,2006-02-26,Cross Country Skiing,2,0,0,2,Bjorn Lind
Yevgeniya Medvedeva,29.0,Russia,2006,2006-02-26,Cross Country Skiing,1,0,1,2,Yevgeniya Medvedeva
Katerina Neumannová,32.0,Czech Republic,2006,2006-02-26,Cross Country Skiing,1,1,0,2,Katerina Neumannova
Pietro Piller Cottrer,31.0,Italy,2006,2006-02-26,Cross Country Skiing,1,0,1,2,Pietro Piller Cottrer
Kristina Šmigun-Vähi,28.0,Estonia,2006,2006-02-26,Cross Country Skiing,2,0,0,2,Kristina Smigun Vahi
Thomas Alsgaard,30.0,Norway,2002,2002-02-24,Cross Country Skiing,2,0,0,2,Thomas Alsgaard
Viola Bauer,25.0,Germany,2002,2002-02-24,Cross Country Skiing,1,0,1,2,Viola Bauer
Anita Moen-Guidon,34.0,Norway,2002,2002-02-24,Cross Country Skiing,0,1,1,2,Anita Moen Guidon
Katerina Neumannová,28.0,Czech Republic,2002,2002-02-24,Cross Country Skiing,0,2,0,2,Katerina Neumannova
Evi Sachenbacher-Stehle,21.0,Germany,2002,2002-02-24,Cross Country Skiing,1,1,0,2,Evi Sachenbacher Stehle
Kristen Skjeldal,34.0,Norway,2002,2002-02-24,Cross Country Skiing,1,0,1,2,Kristen Skjeldal
Andrus Veerpalu,31.0,Estonia,2002,2002-02-24,Cross Country Skiing,1,1,0,2,Andrus Veerpalu
